Experiment_number,Participant_num,Female_0_Male_1,Task,tanned_fair_skin_face,face_number,H,S,V,R,G,B,L*,a*,b*,cold_hue_>90<270_chosen_1,time_ms
Experiment_1,10,0,hue vs saturation,tanned,10,19,0.41,1,255,183,150,80.36427613,22.14691614,27.13103467,0,9341
Experiment_1,10,0,hue vs saturation,fair,3,224,0.34,1,168,191,255,77.76057676,6.960725087,-34.04769826,1,5876
Experiment_1,10,0,hue vs saturation,tanned,12,255,0.29,1,199,181,255,77.5252745,21.28158318,-34.22562586,1,8734
Experiment_1,10,0,hue vs saturation,tanned,11,110,0.63,1,121,255,94,90.04154182,-65.46595531,63.8431295,1,5773
Experiment_1,10,0,hue vs saturation,tanned,8,62,0.48,1,250,255,132,97.43417326,-18.13867337,57.66904272,0,8606
Experiment_1,10,0,hue vs saturation,tanned,9,18,0.43,1,255,178,145,79.12478613,24.24255514,28.12250577,0,9963
Experiment_1,10,0,hue vs saturation,fair,2,278,0.36,1,221,163,255,75.31833586,37.59407802,-37.48500666,0,6332
Experiment_1,10,0,hue vs saturation,fair,1,153,0.31,1,175,255,219,94.20468397,-31.75324065,9.478402749,1,7414
Experiment_1,10,0,hue vs saturation,tanned,7,33,0.44,1,255,204,142,85.199392,10.36233044,37.68903081,0,4602
Experiment_1,10,0,hue vs brightness,fair,6,60,1,0.59,150,150,0,60.15586764,-14.50976081,63.59826007,0,17593
Experiment_1,10,0,hue vs brightness,fair,1,126,1,0.57,0,145,14,52.1551242,-56.12995329,52.19277035,1,11144
Experiment_1,10,0,hue vs brightness,tanned,11,352,1,0.42,107,0,14,20.66396075,42.61742538,25.59839649,0,4818
Experiment_1,10,0,hue vs brightness,tanned,7,169,1,0.49,0,124,102,46.14307164,-34.95765303,3.776875558,1,5877
Experiment_1,10,0,hue vs brightness,tanned,8,34,1,0.82,209,118,0,58.52004621,29.4066591,65.56435667,0,7619
Experiment_1,10,0,hue vs brightness,fair,2,12,1,0.26,66,13,0,12.26120064,24.68246479,18.94983809,0,5020
Experiment_1,10,0,hue vs brightness,fair,4,91,1,0.4,49,102,0,38.12045286,-33.9928924,43.888203,1,13150
Experiment_1,10,0,hue vs brightness,fair,3,175,1,0.74,0,188,172,68.71140431,-42.95149728,-3.148730278,1,7425
Experiment_1,10,0,hue vs brightness,tanned,12,147,1,0.91,0,232,104,81.13341943,-73.19485316,48.74677691,1,9036
Experiment_1,10,0,hue vs brightness,tanned,9,268,1,0.13,15,0,33,1.909229633,11.08568617,-16.58007493,1,6816
Experiment_1,10,0,hue vs brightness,tanned,10,354,1,0.45,114,0,11,22.30792131,44.46124147,29.26700171,0,7239
Experiment_1,10,0,hue vs brightness,fair,5,183,1,0.26,0,62,66,23.13050706,-15.9916173,-7.58008658,1,5577
Experiment_1,11,0,hue vs brightness,fair,3,206,1,0.82,0,118,209,48.95841702,7.069834532,-54.45050945,1,29911
Experiment_1,11,0,hue vs brightness,fair,6,28,1,0.21,53,24,0,12.0250641,12.34944138,18.19274481,0,10210
Experiment_1,11,0,hue vs brightness,tanned,12,153,1,0.23,0,58,32,20.55873097,-24.95654289,11.3649053,1,10950
Experiment_1,11,0,hue vs brightness,tanned,9,185,1,0.29,0,67,73,25.24574226,-16.16859352,-9.014012968,1,17725
Experiment_1,11,0,hue vs brightness,fair,2,248,1,0.08,2,0,20,0.57280301,3.728950622,-8.53971156,1,9808
Experiment_1,11,0,hue vs brightness,tanned,8,260,1,0.1,8,0,25,1.100309546,6.547260572,-11.38633756,1,17337
Experiment_1,11,0,hue vs brightness,fair,4,172,1,0.39,0,99,86,37.10656233,-28.26800429,0.338377665,1,8846
Experiment_1,11,0,hue vs brightness,tanned,10,332,1,0.22,56,0,26,8.265238577,29.10984744,-0.843831444,0,24450
Experiment_1,11,0,hue vs brightness,tanned,7,190,1,0.44,0,93,112,35.98151018,-16.09447126,-17.44592985,1,13402
Experiment_1,11,0,hue vs brightness,fair,1,176,1,0.43,0,109,102,41.05128872,-28.010021,-3.655890422,1,11673
Experiment_1,11,0,hue vs brightness,fair,5,10,1,0.15,38,6,0,4.898719563,14.28819821,7.60050389,0,7392
Experiment_1,11,0,hue vs brightness,tanned,11,320,1,0.26,66,0,44,11.55309378,33.82438968,-9.332982133,0,10587
Experiment_1,11,0,hue vs saturation,fair,2,232,0.63,1,94,115,255,53.87937256,34.61492285,-72.16515735,1,13595
Experiment_1,11,0,hue vs saturation,fair,6,246,0.39,1,165,155,255,68.50573399,26.2797445,-48.50115061,1,11367
Experiment_1,11,0,hue vs saturation,tanned,9,235,0.5,1,127,138,255,61.57561154,27.01992447,-59.67101412,1,7688
Experiment_1,11,0,hue vs saturation,tanned,7,303,0.28,1,255,183,251,82.96232483,36.67655679,-23.3058755,0,17454
Experiment_1,11,0,hue vs saturation,tanned,8,25,0.62,1,255,162,96,74.79034531,28.50546805,48.09657911,0,12741
Experiment_1,11,0,hue vs saturation,fair,5,211,0.37,1,160,206,255,81.20147433,-3.281002669,-28.79667391,1,5799
Experiment_1,11,0,hue vs saturation,fair,4,226,0.7,1,76,118,255,53.72155139,30.21227511,-72.46323006,1,3686
Experiment_1,11,0,hue vs saturation,tanned,10,268,0.62,1,170,96,255,56.21950381,59.65162725,-68.0713682,1,9137
Experiment_1,11,0,hue vs saturation,tanned,11,14,0.41,1,255,174,150,78.30643947,26.86106087,24.34654058,0,5779
Experiment_1,11,0,hue vs saturation,tanned,12,96,0.38,1,196,255,158,94.19438053,-35.14649456,40.48247334,1,9029
Experiment_1,11,0,hue vs saturation,fair,3,231,0.52,1,122,142,255,62.25660104,23.60793463,-58.60213295,1,12775
Experiment_1,11,0,hue vs saturation,fair,1,209,0.7,1,76,168,255,67.09790984,0.314668852,-51.04118563,1,4199
Experiment_1,12,0,hue vs brightness,tanned,11,329,1,0.66,168,0,86,35.97797259,62.17224097,0.598347138,0,39563
Experiment_1,12,0,hue vs brightness,fair,2,18,1,0.4,102,30,0,22.83859014,31.05443302,33.49540199,0,23360
Experiment_1,12,0,hue vs brightness,fair,1,224,1,0.57,0,38,145,21.69175368,34.4291917,-60.88830122,1,20266
Experiment_1,12,0,hue vs brightness,tanned,9,296,1,0.47,111,0,119,25.89625122,54.54959234,-37.20712704,0,8745
Experiment_1,12,0,hue vs brightness,tanned,7,328,1,0.61,155,0,82,33.08757504,58.86035878,-1.351710281,0,18832
Experiment_1,12,0,hue vs brightness,fair,5,328,1,0.48,122,0,65,25.31864813,49.63161195,-2.241943318,0,10634
Experiment_1,12,0,hue vs brightness,fair,3,196,1,0.51,0,95,130,37.4740089,-10.26530545,-26.18844229,1,3702
Experiment_1,12,0,hue vs brightness,tanned,10,283,1,0.37,67,0,94,15.49481955,42.89147452,-38.12849586,0,6187
Experiment_1,12,0,hue vs brightness,fair,4,7,1,0.83,211,24,0,44.94463365,66.76314965,58.60369175,0,18672
Experiment_1,12,0,hue vs brightness,tanned,8,117,1,0.42,5,107,0,38.80791675,-44.97605525,43.97100859,1,13484
Experiment_1,12,0,hue vs brightness,fair,6,184,1,0.26,0,61,66,22.76085248,-15.41841544,-8.139238668,1,4903
Experiment_1,12,0,hue vs brightness,tanned,12,66,1,0.66,151,168,0,65.42394275,-23.23719087,67.52354415,0,8007
Experiment_1,12,0,hue vs saturation,fair,5,12,0.88,1,255,75,30,58.40153805,66.06521752,61.7774307,0,14289
Experiment_1,12,0,hue vs saturation,fair,4,226,0.97,1,7,65,255,39.65744263,57.63068678,-95.60707456,1,9369
Experiment_1,12,0,hue vs saturation,tanned,9,310,0.57,1,255,109,230,67.95456207,69.39478388,-34.94033323,0,5581
Experiment_1,12,0,hue vs saturation,tanned,11,237,0.86,1,35,46,255,36.98776438,67.60588779,-100.0255342,1,10705
Experiment_1,12,0,hue vs saturation,fair,3,245,0.76,1,77,61,255,41.43030285,63.03361913,-92.59397482,1,15537
Experiment_1,12,0,hue vs saturation,tanned,7,4,0.95,1,255,28,12,54.15097906,77.61981681,64.73469606,0,5023
Experiment_1,12,0,hue vs saturation,fair,1,267,0.91,1,127,22,255,41.6981381,80.34703501,-92.00253382,1,4040
Experiment_1,12,0,hue vs saturation,tanned,10,271,0.85,1,150,38,255,45.75756995,79.1604502,-85.21330532,0,5341
Experiment_1,12,0,hue vs saturation,fair,6,282,0.89,1,186,28,255,50.08464798,85.79052528,-77.93023438,0,9086
Experiment_1,12,0,hue vs saturation,tanned,8,236,0.89,1,28,43,255,36.35635595,68.68039746,-101.0822477,1,2575
Experiment_1,12,0,hue vs saturation,tanned,12,115,0.89,1,46,255,28,88.0574086,-83.12422827,80.73439088,1,5698
Experiment_1,12,0,hue vs saturation,fair,2,9,0.94,1,255,51,15,55.74792483,73.11516252,64.82053297,0,7137
Experiment_1,13,0,hue vs brightness,tanned,7,144,1,0.82,0,209,83,73.69159391,-68.99208164,49.49357588,1,23445
Experiment_1,13,0,hue vs brightness,fair,5,229,1,0.18,0,8,45,3.28010275,8.821386483,-23.77823382,1,8484
Experiment_1,13,0,hue vs brightness,fair,6,48,1,0.8,204,163,0,68.77426148,2.932989379,72.09162295,0,14709
Experiment_1,13,0,hue vs brightness,fair,1,179,1,0.92,0,234,230,84.25587327,-46.2119694,-11.31459002,1,21580
Experiment_1,13,0,hue vs brightness,tanned,12,349,1,0.38,96,0,17,18.04147608,39.67583947,20.25618816,0,6581
Experiment_1,13,0,hue vs brightness,tanned,9,164,1,0.88,0,224,164,79.60906371,-59.42545929,16.78804954,1,8426
Experiment_1,13,0,hue vs brightness,tanned,8,187,1,0.43,0,96,109,36.87365253,-18.88896851,-14.22410718,1,4787
Experiment_1,13,0,hue vs brightness,tanned,11,137,1,0.5,0,127,36,46.05065183,-49.18206102,39.37210004,1,5483
Experiment_1,13,0,hue vs brightness,fair,4,178,1,0.58,0,147,142,54.88689215,-33.4600841,-6.739231279,1,5265
Experiment_1,13,0,hue vs brightness,fair,2,190,1,0.66,0,140,168,53.58208017,-21.30401181,-23.68118841,1,8694
Experiment_1,13,0,hue vs brightness,tanned,10,150,1,0.57,0,145,72,52.64021988,-50.04113813,29.53175892,1,11146
Experiment_1,13,0,hue vs brightness,fair,3,52,1,0.8,204,176,0,72.1535979,-3.948900395,74.46824828,0,18024
Experiment_1,13,0,hue vs saturation,fair,3,209,0.46,1,137,198,255,77.83160288,-4.730212985,-34.08380092,1,15643
Experiment_1,13,0,hue vs saturation,tanned,10,121,0.48,1,132,255,134,90.84683335,-58.05598814,47.18223097,1,10520
Experiment_1,13,0,hue vs saturation,tanned,8,38,0.77,1,255,183,58,79.28971819,15.63885984,69.49113271,0,8663
Experiment_1,13,0,hue vs saturation,tanned,9,112,0.53,1,137,255,119,90.85754733,-58.56949325,54.18621764,1,6543
Experiment_1,13,0,hue vs saturation,fair,1,166,0.37,1,160,255,232,93.8054005,-33.18408769,2.110994128,1,5307
Experiment_1,13,0,hue vs saturation,fair,6,129,0.39,1,155,255,170,92.30533156,-46.34052677,31.65460672,1,15467
Experiment_1,13,0,hue vs saturation,fair,4,335,0.15,1,255,216,232,89.95115892,16.1090519,-2.782658581,0,8918
Experiment_1,13,0,hue vs saturation,tanned,12,98,0.49,1,175,255,130,92.68317809,-45.66319851,51.74472591,1,5647
Experiment_1,13,0,hue vs saturation,tanned,7,234,0.44,1,142,154,255,66.58252,21.09631694,-51.64845567,1,8494
Experiment_1,13,0,hue vs saturation,fair,5,211,0.55,1,114,182,255,72.3974814,-1.041761645,-42.61084436,1,5272
Experiment_1,13,0,hue vs saturation,tanned,11,51,0.61,1,255,231,99,91.37558218,-6.888844814,65.47804377,0,6152
Experiment_1,13,0,hue vs saturation,fair,2,187,0.3,1,178,246,255,92.83750014,-18.96138718,-11.12413132,1,5606
Experiment_1,14,0,hue vs saturation,tanned,12,193,0.85,1,38,208,255,77.72350344,-24.94893993,-34.48819081,1,39029
Experiment_1,14,0,hue vs saturation,fair,5,331,0.49,1,255,130,190,70.13594715,54.07879468,-9.342682254,0,17101
Experiment_1,14,0,hue vs saturation,tanned,8,29,0.87,1,255,140,33,69.55916016,37.22550974,69.34401575,0,11139
Experiment_1,14,0,hue vs saturation,tanned,10,287,0.65,1,219,89,255,61.15474217,73.30034127,-59.8181004,0,18733
Experiment_1,14,0,hue vs saturation,fair,6,190,0.27,1,186,243,255,92.46895573,-15.25327272,-11.6272554,1,8377
Experiment_1,14,0,hue vs saturation,tanned,9,35,0.62,1,255,189,96,81.01582602,14.40591344,55.28364184,0,14801
Experiment_1,14,0,hue vs saturation,fair,1,202,0.41,1,150,216,255,83.34534851,-11.09330356,-25.56809684,1,18362
Experiment_1,14,0,hue vs saturation,fair,3,339,0.71,1,255,73,137,59.73595785,72.10505806,5.706387746,0,10409
Experiment_1,14,0,hue vs saturation,tanned,11,9,0.92,1,255,55,20,56.1307044,72.13092764,63.6209756,0,11635
Experiment_1,14,0,hue vs saturation,tanned,7,325,0.93,1,255,17,156,56.14901446,85.63391156,-10.75241514,0,10702
Experiment_1,14,0,hue vs saturation,fair,2,217,0.34,1,168,201,255,80.35818994,1.534177795,-30.04871471,1,18352
Experiment_1,14,0,hue vs saturation,fair,4,117,0.35,1,170,255,165,92.91920142,-42.64668856,35.09266276,1,7077
Experiment_1,14,0,hue vs brightness,fair,3,260,1,0.54,45,0,137,17.29219196,51.03058129,-63.12370254,1,14472
Experiment_1,14,0,hue vs brightness,tanned,12,83,1,0.37,58,94,0,35.80063883,-27.0239283,42.28013978,0,8328
Experiment_1,14,0,hue vs brightness,tanned,10,160,1,0.75,0,191,127,68.60171597,-55.53537184,21.17924499,1,13975
Experiment_1,14,0,hue vs brightness,fair,1,196,1,0.87,0,162,221,62.55919442,-14.16101957,-39.62510798,1,13169
Experiment_1,14,0,hue vs brightness,fair,5,324,1,0.91,232,0,139,50.71046271,80.59983082,-9.216981579,0,10718
Experiment_1,14,0,hue vs brightness,fair,2,135,1,0.55,0,140,35,50.54359713,-53.31659298,44.45546929,1,9071
Experiment_1,14,0,hue vs brightness,fair,4,168,1,0.01,0,2,2,0.431768422,-0.522960035,-0.184387048,1,10046
Experiment_1,14,0,hue vs brightness,tanned,9,303,1,0.29,73,0,70,14.72733881,39.31732363,-22.91736795,0,7207
Experiment_1,14,0,hue vs brightness,tanned,11,352,1,0.36,91,0,12,16.75140509,38.09969561,20.99536936,0,13016
Experiment_1,14,0,hue vs brightness,tanned,8,129,1,0.27,0,68,10,24.18112028,-32.40633315,27.71016219,1,14077
Experiment_1,14,0,hue vs brightness,fair,6,328,1,0.69,175,0,93,37.67007443,64.3385604,-1.263028123,0,5831
Experiment_1,14,0,hue vs brightness,tanned,7,353,1,0.49,124,0,14,24.69224986,47.24216525,31.0384164,0,6286
Experiment_1,15,1,hue vs brightness,tanned,10,328,1,0.59,150,0,80,31.95039404,57.53673255,-1.832683825,0,76328
Experiment_1,15,1,hue vs brightness,fair,4,44,1,0.68,173,127,0,56.15079623,8.606346124,61.81362672,0,43666
Experiment_1,15,1,hue vs brightness,tanned,11,17,1,0.31,79,22,0,16.68039661,25.66230328,25.23296367,0,36390
Experiment_1,15,1,hue vs brightness,fair,6,286,1,0.81,158,0,206,40.77620662,76.66085264,-65.46161982,0,17842
Experiment_1,15,1,hue vs brightness,tanned,8,349,1,0.83,211,0,38,44.21690033,69.99367702,42.75511657,0,10571
Experiment_1,15,1,hue vs brightness,tanned,12,305,1,0.48,122,0,112,27.59325892,55.39539761,-29.88538106,0,41392
Experiment_1,15,1,hue vs brightness,fair,5,156,1,0.54,0,137,82,50.09763833,-45.22969739,20.8080937,1,20327
Experiment_1,15,1,hue vs brightness,fair,3,283,1,0.62,113,0,158,29.36026257,61.97537342,-55.88764195,0,12018
Experiment_1,15,1,hue vs brightness,fair,1,61,1,0.55,137,140,0,56.16234007,-15.17088691,60.17387636,0,4433
Experiment_1,15,1,hue vs brightness,tanned,9,64,1,0.8,190,204,0,78.53915202,-24.17173572,78.56864409,0,19371
Experiment_1,15,1,hue vs brightness,fair,2,348,1,0.82,209,0,41,43.82199165,69.58708967,40.54530832,0,10166
Experiment_1,15,1,hue vs brightness,tanned,7,24,1,0.91,232,92,0,56.88992083,51.24972056,66.40718437,0,11612
Experiment_1,15,1,hue vs saturation,tanned,8,10,0.59,1,255,129,104,67.99111615,45.82773755,35.64997828,0,23713
Experiment_1,15,1,hue vs saturation,tanned,11,351,0.88,1,255,30,64,54.6148578,78.35744205,41.79030909,0,20333
Experiment_1,15,1,hue vs saturation,fair,1,211,0.67,1,84,166,255,66.80717342,2.619615628,-51.48372455,1,12160
Experiment_1,15,1,hue vs saturation,fair,5,235,0.61,1,99,112,255,53.45037129,37.21237184,-72.84711617,1,5502
Experiment_1,15,1,hue vs saturation,fair,3,152,0.78,1,56,255,162,89.37865332,-67.68540038,31.24938616,1,13927
Experiment_1,15,1,hue vs saturation,tanned,12,101,0.78,1,119,255,56,89.73265155,-68.71577746,76.6810921,1,12195
Experiment_1,15,1,hue vs saturation,tanned,9,213,0.71,1,73,155,255,63.40825242,7.428918469,-56.90105844,1,14331
Experiment_1,15,1,hue vs saturation,tanned,10,112,0.79,1,80,255,53,88.67733556,-77.40599828,76.14207262,1,4566
Experiment_1,15,1,hue vs saturation,tanned,7,35,0.68,1,255,182,81,79.21948285,17.18215312,60.13274098,0,11499
Experiment_1,15,1,hue vs saturation,fair,6,236,0.54,1,117,126,255,57.96447624,32.06520734,-65.49773147,1,4645
Experiment_1,15,1,hue vs saturation,fair,2,224,0.81,1,48,103,255,48.94430518,36.6193594,-80.28653147,1,16599
Experiment_1,15,1,hue vs saturation,fair,4,284,0.81,1,199,48,255,53.46657927,83.39803428,-72.34415781,0,7470
Experiment_1,16,1,hue vs brightness,tanned,7,85,1,0.61,90,155,0,57.67108489,-41.82883881,59.95945525,0,34401
Experiment_1,16,1,hue vs brightness,tanned,10,39,1,0.68,173,112,0,52.36736329,17.01613083,59.28124217,0,14246
Experiment_1,16,1,hue vs brightness,fair,3,180,1,0.62,0,158,158,58.90237708,-33.62018925,-9.886237578,1,8673
Experiment_1,16,1,hue vs brightness,fair,5,183,1,0.55,0,133,140,50.2970984,-27.35024977,-12.45658499,1,9513
Experiment_1,16,1,hue vs brightness,tanned,12,37,1,0.5,127,78,0,37.77199212,15.35710498,46.7920093,0,6567
Experiment_1,16,1,hue vs brightness,fair,6,191,1,0.59,0,122,150,47.13293713,-18.09602749,-23.157785,1,4763
Experiment_1,16,1,hue vs brightness,tanned,11,206,1,0.28,0,40,71,15.34234574,0.509817843,-23.07880283,1,7274
Experiment_1,16,1,hue vs brightness,fair,1,200,1,0.68,0,115,173,46.01343976,-5.309503783,-38.39483218,1,3116
Experiment_1,16,1,hue vs brightness,fair,2,159,1,0.6,0,153,99,55.76932119,-47.55370888,18.96075096,1,5817
Experiment_1,16,1,hue vs brightness,tanned,9,207,1,0.45,0,63,114,26.06894754,3.672860951,-34.28136086,1,3041
Experiment_1,16,1,hue vs brightness,tanned,8,152,1,0.48,0,122,65,44.66114939,-43.13893018,23.17543676,1,3539
Experiment_1,16,1,hue vs brightness,fair,4,49,1,0.76,193,158,0,66.36005831,0.696905561,69.88313505,0,2865
Experiment_1,16,1,hue vs saturation,tanned,11,33,0.96,1,255,144,10,70.33566991,34.87446678,74.73105073,0,20833
Experiment_1,16,1,hue vs saturation,tanned,12,33,0.54,1,255,193,117,82.20872294,13.83534894,46.53968293,0,14061
Experiment_1,16,1,hue vs saturation,fair,6,205,0.84,1,40,165,255,65.42143945,-1.746843044,-53.74919265,1,2616
Experiment_1,16,1,hue vs saturation,fair,2,288,0.71,1,218,73,255,58.8728481,79.13192493,-63.48158054,0,7678
Experiment_1,16,1,hue vs saturation,tanned,8,61,0.57,1,252,255,109,97.35714639,-19.16335299,67.75600547,0,8264
Experiment_1,16,1,hue vs saturation,tanned,10,102,0.75,1,121,255,63,89.83325486,-67.8054956,74.74800246,1,5340
Experiment_1,16,1,hue vs saturation,fair,5,190,0.93,1,17,215,255,79.57968633,-29.39352561,-31.64073212,1,3094
Experiment_1,16,1,hue vs saturation,fair,1,212,0.58,1,107,176,255,70.45280414,0.921562896,-45.67878065,1,3179
Experiment_1,16,1,hue vs saturation,tanned,9,265,0.6,1,165,102,255,56.80361812,55.55969865,-67.15658781,1,2585
Experiment_1,16,1,hue vs saturation,tanned,7,114,0.5,1,140,255,127,91.06559821,-56.77285238,50.7998079,1,2901
Experiment_1,16,1,hue vs saturation,fair,3,262,0.68,1,145,81,255,50.83266618,62.17263548,-76.93361612,1,4834
Experiment_1,16,1,hue vs saturation,fair,4,41,0.45,1,255,218,140,88.58881805,2.955414802,43.04299936,0,3215
Experiment_1,17,0,hue vs saturation,tanned,10,209,0.7,1,76,168,255,67.09790984,0.314668852,-51.04118563,1,15696
Experiment_1,17,0,hue vs saturation,fair,5,83,0.54,1,202,255,117,94.03841755,-37.5975431,59.62555271,0,6857
Experiment_1,17,0,hue vs saturation,tanned,8,344,0.61,1,255,99,140,63.40657994,62.52594439,9.205789312,0,4599
Experiment_1,17,0,hue vs saturation,fair,6,30,0.5,1,255,191,127,81.86748265,15.72038236,41.08211243,0,5860
Experiment_1,17,0,hue vs saturation,tanned,12,108,0.22,1,210,255,198,95.70517318,-24.57585896,22.61894095,1,6121
Experiment_1,17,0,hue vs saturation,tanned,7,268,0.6,1,173,102,255,57.66210141,57.29444011,-65.72942345,1,2720
Experiment_1,17,0,hue vs saturation,tanned,11,353,0.31,1,255,175,185,79.28414015,30.54577908,6.804753336,0,3717
Experiment_1,17,0,hue vs saturation,fair,4,333,0.23,1,255,196,222,85.00344668,24.95663039,-4.764473567,0,11854
Experiment_1,17,0,hue vs saturation,fair,1,14,0.3,1,255,196,178,83.94192212,18.62308955,17.16800682,0,4930
Experiment_1,17,0,hue vs saturation,fair,2,20,0.3,1,255,204,178,85.8361956,14.44455013,19.8080766,0,2944
Experiment_1,17,0,hue vs saturation,tanned,9,268,0.69,1,161,79,255,52.27423688,65.94376033,-74.50951907,1,3303
Experiment_1,17,0,hue vs saturation,fair,3,201,0.18,1,209,238,255,92.54147321,-5.979587133,-11.37234064,1,6717
Experiment_1,17,0,hue vs brightness,fair,2,176,1,0.18,0,45,42,15.71616494,-15.43122003,-2.263965349,1,14354
Experiment_1,17,0,hue vs brightness,fair,1,355,1,0.14,35,0,2,3.267277062,14.75935603,4.343943822,0,4659
Experiment_1,17,0,hue vs brightness,fair,6,7,1,0.17,43,5,0,5.619673239,18.1882476,8.763453564,0,6708
Experiment_1,17,0,hue vs brightness,fair,3,37,1,0.94,239,147,0,68.90899967,26.66257269,74.09487949,0,6711
Experiment_1,17,0,hue vs brightness,fair,5,314,1,0.94,239,0,183,53.78170937,86.42738895,-30.48795672,0,5705
Experiment_1,17,0,hue vs brightness,tanned,7,232,1,0.21,0,7,53,3.694457437,13.51159232,-29.08102742,1,3778
Experiment_1,17,0,hue vs brightness,tanned,12,82,1,0.2,32,51,0,18.69108788,-16.76387095,26.18302416,0,3855
Experiment_1,17,0,hue vs brightness,tanned,10,293,1,0.38,85,0,96,19.1227554,46.10766649,-33.41254562,0,2770
Experiment_1,17,0,hue vs brightness,tanned,9,211,1,0.25,0,30,63,11.1872716,4.243842797,-24.16454981,1,9155
Experiment_1,17,0,hue vs brightness,tanned,8,327,1,0.08,20,0,11,1.561651034,7.560888967,-2.05036238,0,7678
Experiment_1,17,0,hue vs brightness,fair,4,38,1,0.96,244,155,0,71.33436481,24.55771985,75.96498488,0,12496
Experiment_1,17,0,hue vs brightness,tanned,11,94,1,0.03,3,7,0,1.547490046,-2.019528631,2.280696389,1,5039
Experiment_1,18,0,hue vs brightness,tanned,7,235,1,0.98,0,20,249,32.56842408,74.28128168,-104.0451664,1,18047
Experiment_1,18,0,hue vs brightness,fair,4,160,1,0.7,0,178,118,64.28120929,-52.71275916,20.12780692,1,30355
Experiment_1,18,0,hue vs brightness,fair,2,48,1,0.92,234,187,0,77.89452158,3.438378056,79.86128075,0,39936
Experiment_1,18,0,hue vs brightness,fair,5,185,1,0.82,0,191,209,70.7777803,-33.08313292,-20.33742904,1,6927
Experiment_1,18,0,hue vs brightness,tanned,8,48,1,0.82,209,167,0,70.31075033,3.018464092,73.400599,0,18190
Experiment_1,18,0,hue vs brightness,fair,1,58,1,0.77,196,189,0,74.90745101,-14.16635094,76.11902474,0,15650
